time,strategy_nav_eqw,benchmark_nav_eqw
2025-02-03,1.1272174245413193,1.1791886318301925
2025-02-04,1.1377186070944199,1.1929958438317168
2025-02-05,1.1319659001319393,1.1951256268896615
2025-02-06,1.1352229810109356,1.2030827985887456
2025-02-07,1.1238439641960103,1.1909403867714903
2025-02-10,1.1223811978686453,1.197916305665807
2025-02-11,1.114880124411929,1.1940185870369875
2025-02-12,1.1206877650747136,1.1992720438350486
2025-02-13,1.136695855293977,1.2124588844685389
2025-02-14,1.1400863037099482,1.2181652644614436
2025-02-18,1.1296300541994908,1.2030303350610345
2025-02-19,1.131169451746735,1.200627881115099
2025-02-20,1.1245894415257904,1.193604733609306
2025-02-21,1.103423827508423,1.167877370261478
2025-02-24,1.0905122432485896,1.1460435259461181
2025-02-25,1.0665287298068689,1.121658205641791
2025-02-26,1.066977206630206,1.1341330278914108
2025-02-27,1.048333880135279,1.1017573332605952
2025-02-28,1.0618489765215824,1.120601492637138
2025-03-03,1.0445156015420136,1.0899362152384668
2025-03-04,1.0355547456042316,1.0765929398601284
2025-03-05,1.0548978707863936,1.1021760400009792
